Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Net PnL %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %
7584,Exit short,2005-03-03 08:45,Long,1532.5,1,30580,-70,-0.23,0,0.00,-70,-0.23,9105,18.21
7584,Entry short,2005-03-03 08:00,Short,1529,1,30580,-70,-0.23,0,0.00,-70,-0.23,9105,18.21
7585,Exit long,2005-03-03 09:30,Short,1529.5,1,30650,-60,-0.20,0,0.00,-110,-0.36,9045,18.09
7585,Entry long,2005-03-03 08:45,Long,1532.5,1,30650,-60,-0.20,0,0.00,-110,-0.36,9045,18.09
7586,Exit short,2005-03-03 13:30,Long,1510.5,1,30590,380,1.24,540,1.77,-20,-0.07,9425,18.85
7586,Entry short,2005-03-03 09:30,Short,1529.5,1,30590,380,1.24,540,1.77,-20,-0.07,9425,18.85
7587,Exit long,2005-03-03 16:30,Short,1514,1,30210,70,0.23,170,0.56,-30,-0.10,9495,18.99
7587,Entry long,2005-03-03 13:30,Long,1510.5,1,30210,70,0.23,170,0.56,-30,-0.10,9495,18.99
7588,Exit short,2005-03-03 22:00,Long,1515.5,1,30280,-30,-0.10,30,0.10,-30,-0.10,9465,18.93
7588,Entry short,2005-03-03 16:30,Short,1514,1,30280,-30,-0.10,30,0.10,-30,-0.10,9465,18.93
7589,Exit long,2005-03-04 02:00,Short,1516,1,30310,10,0.03,50,0.16,-30,-0.10,9475,18.95
7589,Entry long,2005-03-03 22:00,Long,1515.5,1,30310,10,0.03,50,0.16,-30,-0.10,9475,18.95
7590,Exit short,2005-03-04 06:30,Long,1514,1,30320,40,0.13,90,0.30,-10,-0.03,9515,19.03
7590,Entry short,2005-03-04 02:00,Short,1516,1,30320,40,0.13,90,0.30,-10,-0.03,9515,19.03
7591,Exit long,2005-03-04 12:15,Short,1524.5,1,30280,210,0.69,380,1.25,-30,-0.10,9725,19.45
7591,Entry long,2005-03-04 06:30,Long,1514,1,30280,210,0.69,380,1.25,-30,-0.10,9725,19.45
7592,Exit short,2005-03-04 12:45,Long,1525.5,1,30490,-20,-0.07,20,0.07,-60,-0.20,9705,19.41
7592,Entry short,2005-03-04 12:15,Short,1524.5,1,30490,-20,-0.07,20,0.07,-60,-0.20,9705,19.41
7593,Exit long,2005-03-04 13:15,Short,1523.5,1,30510,-40,-0.13,50,0.16,-60,-0.20,9665,19.33
7593,Entry long,2005-03-04 12:45,Long,1525.5,1,30510,-40,-0.13,50,0.16,-60,-0.20,9665,19.33
7594,Exit short,2005-03-04 14:00,Long,1527,1,30470,-70,-0.23,40,0.13,-140,-0.46,9595,19.19
7594,Entry short,2005-03-04 13:15,Short,1523.5,1,30470,-70,-0.23,40,0.13,-140,-0.46,9595,19.19
7595,Exit long,2005-03-04 15:45,Short,1523.5,1,30540,-70,-0.23,30,0.10,-90,-0.29,9525,19.05
7595,Entry long,2005-03-04 14:00,Long,1527,1,30540,-70,-0.23,30,0.10,-90,-0.29,9525,19.05
7596,Exit short,2005-03-04 16:15,Long,1525,1,30470,-30,-0.10,10,0.03,-40,-0.13,9495,18.99
7596,Entry short,2005-03-04 15:45,Short,1523.5,1,30470,-30,-0.10,10,0.03,-40,-0.13,9495,18.99
7597,Exit long,2005-03-06 21:30,Short,1530.5,1,30500,110,0.36,130,0.43,0,0.00,9605,19.21
7597,Entry long,2005-03-04 16:15,Long,1525,1,30500,110,0.36,130,0.43,0,0.00,9605,19.21
7598,Exit short,2005-03-07 05:30,Long,1527,1,30610,70,0.23,110,0.36,-10,-0.03,9675,19.35
7598,Entry short,2005-03-06 21:30,Short,1530.5,1,30610,70,0.23,110,0.36,-10,-0.03,9675,19.35
7599,Exit long,2005-03-07 06:00,Short,1526.5,1,30540,-10,-0.03,0,0.00,-10,-0.03,9665,19.33
7599,Entry long,2005-03-07 05:30,Long,1527,1,30540,-10,-0.03,0,0.00,-10,-0.03,9665,19.33
7600,Exit short,2005-03-07 06:45,Long,1527.5,1,30530,-20,-0.07,10,0.03,-20,-0.07,9645,19.29
7600,Entry short,2005-03-07 06:00,Short,1526.5,1,30530,-20,-0.07,10,0.03,-20,-0.07,9645,19.29
7601,Exit long,2005-03-07 08:15,Short,1526.5,1,30550,-20,-0.07,30,0.10,-30,-0.10,9625,19.25
7601,Entry long,2005-03-07 06:45,Long,1527.5,1,30550,-20,-0.07,30,0.10,-30,-0.10,9625,19.25
7602,Exit short,2005-03-07 09:30,Short X,1531.25,1,30530,-95,-0.31,50,0.16,-95,-0.31,9530,19.06
7602,Entry short,2005-03-07 08:15,Short,1526.5,1,30530,-95,-0.31,50,0.16,-95,-0.31,9530,19.06
7603,Exit long,2005-03-07 12:45,Short,1551,1,30910,110,0.36,190,0.61,-30,-0.10,9640,19.28
7603,Entry long,2005-03-07 10:15,Long,1545.5,1,30910,110,0.36,190,0.61,-30,-0.10,9640,19.28
7604,Exit short,2005-03-07 19:00,Long,1541,1,31020,200,0.64,240,0.77,-40,-0.13,9840,19.68
7604,Entry short,2005-03-07 12:45,Short,1551,1,31020,200,0.64,240,0.77,-40,-0.13,9840,19.68
7605,Exit long,2005-03-08 00:15,Short,1539.5,1,30820,-30,-0.10,0,0.00,-30,-0.10,9810,19.62
7605,Entry long,2005-03-07 19:00,Long,1541,1,30820,-30,-0.10,0,0.00,-30,-0.10,9810,19.62
7606,Exit short,2005-03-08 02:45,Long,1541,1,30790,-30,-0.10,0,0.00,-40,-0.13,9780,19.56
7606,Entry short,2005-03-08 00:15,Short,1539.5,1,30790,-30,-0.10,0,0.00,-40,-0.13,9780,19.56
7607,Exit long,2005-03-08 07:30,Short,1541.5,1,30820,10,0.03,60,0.19,0,0.00,9790,19.58
7607,Entry long,2005-03-08 02:45,Long,1541,1,30820,10,0.03,60,0.19,0,0.00,9790,19.58
7608,Exit short,2005-03-08 08:00,Long,1543.5,1,30830,-40,-0.13,0,0.00,-40,-0.13,9750,19.50
7608,Entry short,2005-03-08 07:30,Short,1541.5,1,30830,-40,-0.13,0,0.00,-40,-0.13,9750,19.50
7609,Exit long,2005-03-08 08:45,Short,1543,1,30870,-10,-0.03,20,0.06,-20,-0.06,9740,19.48
7609,Entry long,2005-03-08 08:00,Long,1543.5,1,30870,-10,-0.03,20,0.06,-20,-0.06,9740,19.48
7610,Exit short,2005-03-08 09:30,Short X,1547.5,1,30860,-90,-0.29,50,0.16,-90,-0.29,9650,19.30
7610,Entry short,2005-03-08 08:45,Short,1543,1,30860,-90,-0.29,50,0.16,-90,-0.29,9650,19.30
7611,Exit long,2005-03-09 00:45,Short,1533.5,1,30650,20,0.07,30,0.10,0,0.00,9670,19.34
7611,Entry long,2005-03-08 18:30,Long,1532.5,1,30650,20,0.07,30,0.10,0,0.00,9670,19.34
7612,Exit short,2005-03-09 03:15,Short X,1536.5,1,30670,-60,-0.20,0,0.00,-60,-0.20,9610,19.22
7612,Entry short,2005-03-09 00:45,Short,1533.5,1,30670,-60,-0.20,0,0.00,-60,-0.20,9610,19.22
7613,Exit long,2005-03-09 07:45,Long X,1532.25,1,30730,-85,-0.28,70,0.23,-85,-0.28,9525,19.05
7613,Entry long,2005-03-09 03:15,Long,1536.5,1,30730,-85,-0.28,70,0.23,-85,-0.28,9525,19.05
7614,Exit short,2005-03-09 10:45,Long,1536,1,30680,-40,-0.13,180,0.59,-110,-0.36,9485,18.97
7614,Entry short,2005-03-09 07:45,Short,1534,1,30680,-40,-0.13,180,0.59,-110,-0.36,9485,18.97
7615,Exit long,2005-03-09 12:45,Long X,1522,1,30720,-280,-0.91,40,0.13,-280,-0.91,9205,18.41
7615,Entry long,2005-03-09 10:45,Long,1536,1,30720,-280,-0.91,40,0.13,-280,-0.91,9205,18.41
7616,Exit short,2005-03-09 14:30,Long,1530.5,1,30460,-150,-0.49,10,0.03,-170,-0.56,9055,18.11
7616,Entry short,2005-03-09 12:45,Short,1523,1,30460,-150,-0.49,10,0.03,-170,-0.56,9055,18.11
7617,Exit long,2005-03-09 16:15,Short,1524,1,30610,-130,-0.42,10,0.03,-200,-0.65,8925,17.85
7617,Entry long,2005-03-09 14:30,Long,1530.5,1,30610,-130,-0.42,10,0.03,-200,-0.65,8925,17.85
7618,Exit short,2005-03-09 18:45,Long,1524,1,30480,0,0.00,20,0.07,-20,-0.07,8925,17.85
7618,Entry short,2005-03-09 16:15,Short,1524,1,30480,0,0.00,20,0.07,-20,-0.07,8925,17.85
7619,Exit long,2005-03-09 21:45,Short,1522,1,30480,-40,-0.13,50,0.16,-80,-0.26,8885,17.77
7619,Entry long,2005-03-09 18:45,Long,1524,1,30480,-40,-0.13,50,0.16,-80,-0.26,8885,17.77
7620,Exit short,2005-03-10 02:30,Long,1524,1,30440,-40,-0.13,20,0.07,-40,-0.13,8845,17.69
7620,Entry short,2005-03-09 21:45,Short,1522,1,30440,-40,-0.13,20,0.07,-40,-0.13,8845,17.69
7621,Exit long,2005-03-10 03:30,Short,1522.5,1,30480,-30,-0.10,20,0.07,-40,-0.13,8815,17.63
7621,Entry long,2005-03-10 02:30,Long,1524,1,30480,-30,-0.10,20,0.07,-40,-0.13,8815,17.63
7622,Exit short,2005-03-10 09:00,Long,1527,1,30450,-90,-0.30,50,0.16,-100,-0.33,8725,17.45
7622,Entry short,2005-03-10 03:30,Short,1522.5,1,30450,-90,-0.30,50,0.16,-100,-0.33,8725,17.45
7623,Exit long,2005-03-10 09:45,Long X,1519.5,1,30540,-150,-0.49,30,0.10,-150,-0.49,8575,17.15
7623,Entry long,2005-03-10 09:00,Long,1527,1,30540,-150,-0.49,30,0.10,-150,-0.49,8575,17.15
7624,Exit short,2005-03-10 12:30,Long,1511,1,30340,120,0.40,250,0.82,-10,-0.03,8695,17.39
7624,Entry short,2005-03-10 10:15,Short,1517,1,30340,120,0.40,250,0.82,-10,-0.03,8695,17.39
7625,Exit long,2005-03-10 19:45,Short,1528,1,30220,340,1.13,420,1.39,0,0.00,9035,18.07
7625,Entry long,2005-03-10 12:30,Long,1511,1,30220,340,1.13,420,1.39,0,0.00,9035,18.07
7626,Exit short,2005-03-10 22:15,Long,1527.5,1,30560,10,0.03,30,0.10,0,0.00,9045,18.09
7626,Entry short,2005-03-10 19:45,Short,1528,1,30560,10,0.03,30,0.10,0,0.00,9045,18.09
7627,Exit long,2005-03-11 08:30,Short,1529,1,30550,30,0.10,130,0.43,-10,-0.03,9075,18.15
7627,Entry long,2005-03-10 22:15,Long,1527.5,1,30550,30,0.10,130,0.43,-10,-0.03,9075,18.15
7628,Exit short,2005-03-11 16:15,Long,1509,1,30580,400,1.31,540,1.77,-120,-0.39,9475,18.95
7628,Entry short,2005-03-11 08:30,Short,1529,1,30580,400,1.31,540,1.77,-120,-0.39,9475,18.95
7629,Exit long,2005-03-14 02:30,Short,1511,1,30180,40,0.13,60,0.20,-60,-0.20,9515,19.03
7629,Entry long,2005-03-11 16:15,Long,1509,1,30180,40,0.13,60,0.20,-60,-0.20,9515,19.03
7630,Exit short,2005-03-14 08:45,Long,1512,1,30220,-20,-0.07,70,0.23,-30,-0.10,9495,18.99
7630,Entry short,2005-03-14 02:30,Short,1511,1,30220,-20,-0.07,70,0.23,-30,-0.10,9495,18.99
7631,Exit long,2005-03-14 09:45,Short,1510,1,30240,-40,-0.13,30,0.10,-70,-0.23,9455,18.91
7631,Entry long,2005-03-14 08:45,Long,1512,1,30240,-40,-0.13,30,0.10,-70,-0.23,9455,18.91
7632,Exit short,2005-03-14 10:30,Long,1512.5,1,30200,-50,-0.17,40,0.13,-120,-0.40,9405,18.81
7632,Entry short,2005-03-14 09:45,Short,1510,1,30200,-50,-0.17,40,0.13,-120,-0.40,9405,18.81
7633,Exit long,2005-03-14 11:15,Short,1509.5,1,30250,-60,-0.20,30,0.10,-100,-0.33,9345,18.69
7633,Entry long,2005-03-14 10:30,Long,1512.5,1,30250,-60,-0.20,30,0.10,-100,-0.33,9345,18.69
7634,Exit short,2005-03-14 15:15,Long,1513.5,1,30190,-80,-0.26,130,0.43,-90,-0.30,9265,18.53
7634,Entry short,2005-03-14 11:15,Short,1509.5,1,30190,-80,-0.26,130,0.43,-90,-0.30,9265,18.53
7635,Exit long,2005-03-14 20:00,Short,1525.5,1,30270,240,0.79,260,0.86,-40,-0.13,9505,19.01
7635,Entry long,2005-03-14 15:15,Long,1513.5,1,30270,240,0.79,260,0.86,-40,-0.13,9505,19.01
7636,Exit short,2005-03-15 01:00,Long,1522,1,30510,70,0.23,80,0.26,0,0.00,9575,19.15
7636,Entry short,2005-03-14 20:00,Short,1525.5,1,30510,70,0.23,80,0.26,0,0.00,9575,19.15
7637,Exit long,2005-03-15 05:30,Short,1524.5,1,30440,50,0.16,80,0.26,-30,-0.10,9625,19.25
7637,Entry long,2005-03-15 01:00,Long,1522,1,30440,50,0.16,80,0.26,-30,-0.10,9625,19.25
7638,Exit short,2005-03-15 07:45,Long,1526,1,30490,-30,-0.10,30,0.10,-40,-0.13,9595,19.19
7638,Entry short,2005-03-15 05:30,Short,1524.5,1,30490,-30,-0.10,30,0.10,-40,-0.13,9595,19.19
7639,Exit long,2005-03-15 10:15,Short,1519,1,30520,-140,-0.46,120,0.39,-170,-0.56,9455,18.91
7639,Entry long,2005-03-15 07:45,Long,1526,1,30520,-140,-0.46,120,0.39,-170,-0.56,9455,18.91
7640,Exit short,2005-03-15 13:00,Long,1516.5,1,30380,50,0.16,170,0.56,-70,-0.23,9505,19.01
7640,Entry short,2005-03-15 10:15,Short,1519,1,30380,50,0.16,170,0.56,-70,-0.23,9505,19.01
7641,Exit long,2005-03-15 18:30,Short,1512.5,1,30330,-80,-0.26,10,0.03,-120,-0.40,9425,18.85
7641,Entry long,2005-03-15 13:00,Long,1516.5,1,30330,-80,-0.26,10,0.03,-120,-0.40,9425,18.85
7642,Exit short,2005-03-15 22:00,Long,1513,1,30250,-10,-0.03,0,0.00,-10,-0.03,9415,18.83
7642,Entry short,2005-03-15 18:30,Short,1512.5,1,30250,-10,-0.03,0,0.00,-10,-0.03,9415,18.83
7643,Exit long,2005-03-16 06:45,Short,1517.5,1,30260,90,0.30,140,0.46,0,0.00,9505,19.01
7643,Entry long,2005-03-15 22:00,Long,1513,1,30260,90,0.30,140,0.46,0,0.00,9505,19.01
7644,Exit short,2005-03-16 10:15,Long,1514,1,30350,70,0.23,320,1.05,-30,-0.10,9575,19.15
7644,Entry short,2005-03-16 06:45,Short,1517.5,1,30350,70,0.23,320,1.05,-30,-0.10,9575,19.15
7645,Exit long,2005-03-16 10:45,Short,1502.5,1,30280,-230,-0.76,20,0.07,-230,-0.76,9345,18.69
7645,Entry long,2005-03-16 10:15,Long,1514,1,30280,-230,-0.76,20,0.07,-230,-0.76,9345,18.69
7646,Exit short,2005-03-16 16:30,Long,1496.5,1,30050,120,0.40,230,0.77,-80,-0.27,9465,18.93
7646,Entry short,2005-03-16 10:45,Short,1502.5,1,30050,120,0.40,230,0.77,-80,-0.27,9465,18.93
7647,Exit long,2005-03-16 20:45,Short,1497,1,29930,10,0.03,30,0.10,-20,-0.07,9475,18.95
7647,Entry long,2005-03-16 16:30,Long,1496.5,1,29930,10,0.03,30,0.10,-20,-0.07,9475,18.95
7648,Exit short,2005-03-17 05:15,Long,1498,1,29940,-20,-0.07,60,0.20,-50,-0.17,9455,18.91
7648,Entry short,2005-03-16 20:45,Short,1497,1,29940,-20,-0.07,60,0.20,-50,-0.17,9455,18.91
7649,Exit long,2005-03-17 06:45,Short,1496.5,1,29960,-30,-0.10,10,0.03,-100,-0.33,9425,18.85
7649,Entry long,2005-03-17 05:15,Long,1498,1,29960,-30,-0.10,10,0.03,-100,-0.33,9425,18.85
7650,Exit short,2005-03-17 09:00,Long,1496,1,29930,10,0.03,100,0.33,-10,-0.03,9435,18.87
7650,Entry short,2005-03-17 06:45,Short,1496.5,1,29930,10,0.03,100,0.33,-10,-0.03,9435,18.87
7651,Exit long,2005-03-17 13:30,Short,1501,1,29920,100,0.33,210,0.70,-80,-0.27,9535,19.07
7651,Entry long,2005-03-17 09:00,Long,1496,1,29920,100,0.33,210,0.70,-80,-0.27,9535,19.07
7652,Exit short,2005-03-17 15:00,Long,1503.5,1,30020,-50,-0.17,120,0.40,-90,-0.30,9485,18.97
7652,Entry short,2005-03-17 13:30,Short,1501,1,30020,-50,-0.17,120,0.40,-90,-0.30,9485,18.97
7653,Exit long,2005-03-17 15:45,Short,1497.5,1,30070,-120,-0.40,10,0.03,-130,-0.43,9365,18.73
7653,Entry long,2005-03-17 15:00,Long,1503.5,1,30070,-120,-0.40,10,0.03,-130,-0.43,9365,18.73
7654,Exit short,2005-03-17 18:30,Long,1499.5,1,29950,-40,-0.13,20,0.07,-60,-0.20,9325,18.65
7654,Entry short,2005-03-17 15:45,Short,1497.5,1,29950,-40,-0.13,20,0.07,-60,-0.20,9325,18.65
7655,Exit long,2005-03-18 00:00,Short,1499.5,1,29990,0,0.00,60,0.20,-10,-0.03,9325,18.65
7655,Entry long,2005-03-17 18:30,Long,1499.5,1,29990,0,0.00,60,0.20,-10,-0.03,9325,18.65
7656,Exit short,2005-03-18 06:00,Long,1500,1,29990,-10,-0.03,20,0.07,-80,-0.27,9315,18.63
7656,Entry short,2005-03-18 00:00,Short,1499.5,1,29990,-10,-0.03,20,0.07,-80,-0.27,9315,18.63
7657,Exit long,2005-03-18 09:45,Long X,1493.75,1,30000,-125,-0.42,70,0.23,-125,-0.42,9190,18.38
7657,Entry long,2005-03-18 06:00,Long,1500,1,30000,-125,-0.42,70,0.23,-125,-0.42,9190,18.38
7658,Exit short,2005-03-18 16:00,Long,1489.5,1,29940,150,0.50,280,0.94,-10,-0.03,9340,18.68
7658,Entry short,2005-03-18 10:00,Short,1497,1,29940,150,0.50,280,0.94,-10,-0.03,9340,18.68
7659,Exit long,2005-03-20 19:45,Short,1490.5,1,29790,20,0.07,90,0.30,0,0.00,9360,18.72
7659,Entry long,2005-03-18 16:00,Long,1489.5,1,29790,20,0.07,90,0.30,0,0.00,9360,18.72
7660,Exit short,2005-03-21 02:15,Long,1491.5,1,29810,-20,-0.07,0,0.00,-60,-0.20,9340,18.68
7660,Entry short,2005-03-20 19:45,Short,1490.5,1,29810,-20,-0.07,0,0.00,-60,-0.20,9340,18.68
7661,Exit long,2005-03-21 04:45,Short,1491,1,29830,-10,-0.03,40,0.13,-20,-0.07,9330,18.66
7661,Entry long,2005-03-21 02:15,Long,1491.5,1,29830,-10,-0.03,40,0.13,-20,-0.07,9330,18.66
7662,Exit short,2005-03-21 06:45,Long,1493.5,1,29820,-50,-0.17,10,0.03,-60,-0.20,9280,18.56
7662,Entry short,2005-03-21 04:45,Short,1491,1,29820,-50,-0.17,10,0.03,-60,-0.20,9280,18.56
7663,Exit long,2005-03-21 07:30,Short,1492.5,1,29870,-20,-0.07,0,0.00,-40,-0.13,9260,18.52
7663,Entry long,2005-03-21 06:45,Long,1493.5,1,29870,-20,-0.07,0,0.00,-40,-0.13,9260,18.52
7664,Exit short,2005-03-21 08:15,Long,1493,1,29850,-10,-0.03,20,0.07,-30,-0.10,9250,18.50
7664,Entry short,2005-03-21 07:30,Short,1492.5,1,29850,-10,-0.03,20,0.07,-30,-0.10,9250,18.50
7665,Exit long,2005-03-21 10:00,Long X,1487,1,29860,-120,-0.40,60,0.20,-120,-0.40,9130,18.26
7665,Entry long,2005-03-21 08:15,Long,1493,1,29860,-120,-0.40,60,0.20,-120,-0.40,9130,18.26
7666,Exit short,2005-03-21 12:00,Short X,1493.75,1,29630,-245,-0.83,50,0.17,-245,-0.83,8885,17.77
7666,Entry short,2005-03-21 10:30,Short,1481.5,1,29630,-245,-0.83,50,0.17,-245,-0.83,8885,17.77
7667,Exit long,2005-03-21 14:00,Short,1489.5,1,29950,-160,-0.53,20,0.07,-180,-0.60,8725,17.45
7667,Entry long,2005-03-21 12:15,Long,1497.5,1,29950,-160,-0.53,20,0.07,-180,-0.60,8725,17.45
7668,Exit short,2005-03-21 14:45,Long,1494.5,1,29790,-100,-0.34,30,0.10,-110,-0.37,8625,17.25
7668,Entry short,2005-03-21 14:00,Short,1489.5,1,29790,-100,-0.34,30,0.10,-110,-0.37,8625,17.25
7669,Exit long,2005-03-21 16:15,Short,1488.5,1,29890,-120,-0.40,90,0.30,-150,-0.50,8505,17.01
7669,Entry long,2005-03-21 14:45,Long,1494.5,1,29890,-120,-0.40,90,0.30,-150,-0.50,8505,17.01
7670,Exit short,2005-03-21 20:00,Long,1488.5,1,29770,0,0.00,30,0.10,-10,-0.03,8505,17.01
7670,Entry short,2005-03-21 16:15,Short,1488.5,1,29770,0,0.00,30,0.10,-10,-0.03,8505,17.01
7671,Exit long,2005-03-21 23:00,Short,1489,1,29770,10,0.03,20,0.07,-10,-0.03,8515,17.03
7671,Entry long,2005-03-21 20:00,Long,1488.5,1,29770,10,0.03,20,0.07,-10,-0.03,8515,17.03
7672,Exit short,2005-03-22 05:30,Long,1488.5,1,29780,10,0.03,50,0.17,-30,-0.10,8525,17.05
7672,Entry short,2005-03-21 23:00,Short,1489,1,29780,10,0.03,50,0.17,-30,-0.10,8525,17.05
7673,Exit long,2005-03-22 12:00,Short,1493,1,29770,90,0.30,220,0.74,-10,-0.03,8615,17.23
7673,Entry long,2005-03-22 05:30,Long,1488.5,1,29770,90,0.30,220,0.74,-10,-0.03,8615,17.23
7674,Exit short,2005-03-22 13:45,Long,1497,1,29860,-80,-0.27,20,0.07,-100,-0.33,8535,17.07
7674,Entry short,2005-03-22 12:00,Short,1493,1,29860,-80,-0.27,20,0.07,-100,-0.33,8535,17.07
7675,Exit long,2005-03-22 14:30,Long X,1486,1,29940,-220,-0.73,40,0.13,-220,-0.73,8315,16.63
7675,Entry long,2005-03-22 13:45,Long,1497,1,29940,-220,-0.73,40,0.13,-220,-0.73,8315,16.63
7676,Exit short,2005-03-22 19:00,Long,1471.5,1,29660,230,0.78,280,0.94,-50,-0.17,8545,17.09
7676,Entry short,2005-03-22 14:30,Short,1483,1,29660,230,0.78,280,0.94,-50,-0.17,8545,17.09
7677,Exit long,2005-03-22 22:45,Short,1470,1,29430,-30,-0.10,20,0.07,-30,-0.10,8515,17.03
7677,Entry long,2005-03-22 19:00,Long,1471.5,1,29430,-30,-0.10,20,0.07,-30,-0.10,8515,17.03
7678,Exit short,2005-03-23 00:15,Long,1471,1,29400,-20,-0.07,20,0.07,-20,-0.07,8495,16.99
7678,Entry short,2005-03-22 22:45,Short,1470,1,29400,-20,-0.07,20,0.07,-20,-0.07,8495,16.99
7679,Exit long,2005-03-23 05:00,Short,1471.5,1,29420,10,0.03,130,0.44,-10,-0.03,8505,17.01
7679,Entry long,2005-03-23 00:15,Long,1471,1,29420,10,0.03,130,0.44,-10,-0.03,8505,17.01
7680,Exit short,2005-03-23 07:15,Long,1473.5,1,29430,-40,-0.14,30,0.10,-70,-0.24,8465,16.93
7680,Entry short,2005-03-23 05:00,Short,1471.5,1,29430,-40,-0.14,30,0.10,-70,-0.24,8465,16.93
7681,Exit long,2005-03-23 08:30,Long X,1466.75,1,29470,-135,-0.46,30,0.10,-135,-0.46,8330,16.66
7681,Entry long,2005-03-23 07:15,Long,1473.5,1,29470,-135,-0.46,30,0.10,-135,-0.46,8330,16.66
7682,Exit short,2005-03-23 18:45,Long,1479,1,29580,0,0.00,20,0.07,-20,-0.07,8330,16.66
7682,Entry short,2005-03-23 16:15,Short,1479,1,29580,0,0.00,20,0.07,-20,-0.07,8330,16.66
7683,Exit long,2005-03-23 23:15,Short,1480,1,29580,20,0.07,40,0.14,0,0.00,8350,16.70
7683,Entry long,2005-03-23 18:45,Long,1479,1,29580,20,0.07,40,0.14,0,0.00,8350,16.70
7684,Exit short,2005-03-24 01:15,Long,1480,1,29600,0,0.00,20,0.07,-10,-0.03,8350,16.70
7684,Entry short,2005-03-23 23:15,Short,1480,1,29600,0,0.00,20,0.07,-10,-0.03,8350,16.70
7685,Exit long,2005-03-24 05:45,Short,1484.5,1,29600,90,0.30,130,0.44,-10,-0.03,8440,16.88
7685,Entry long,2005-03-24 01:15,Long,1480,1,29600,90,0.30,130,0.44,-10,-0.03,8440,16.88
7686,Exit short,2005-03-24 07:15,Long,1485.5,1,29690,-20,-0.07,10,0.03,-50,-0.17,8420,16.84
7686,Entry short,2005-03-24 05:45,Short,1484.5,1,29690,-20,-0.07,10,0.03,-50,-0.17,8420,16.84
7687,Exit long,2005-03-24 15:00,Short,1487,1,29710,30,0.10,190,0.64,-110,-0.37,8450,16.90
7687,Entry long,2005-03-24 07:15,Long,1485.5,1,29710,30,0.10,190,0.64,-110,-0.37,8450,16.90
7688,Exit short,2005-03-27 18:30,Long,1483,1,29740,80,0.27,180,0.61,-20,-0.07,8530,17.06
7688,Entry short,2005-03-24 15:00,Short,1487,1,29740,80,0.27,180,0.61,-20,-0.07,8530,17.06
7689,Exit long,2005-03-27 22:45,Short,1483.5,1,29660,10,0.03,30,0.10,-10,-0.03,8540,17.08
7689,Entry long,2005-03-27 18:30,Long,1483,1,29660,10,0.03,30,0.10,-10,-0.03,8540,17.08
7690,Exit short,2005-03-28 01:00,Long,1485,1,29670,-30,-0.10,10,0.03,-30,-0.10,8510,17.02
7690,Entry short,2005-03-27 22:45,Short,1483.5,1,29670,-30,-0.10,10,0.03,-30,-0.10,8510,17.02
7691,Exit long,2005-03-28 03:00,Short,1483,1,29700,-40,-0.13,10,0.03,-40,-0.13,8470,16.94
7691,Entry long,2005-03-28 01:00,Long,1485,1,29700,-40,-0.13,10,0.03,-40,-0.13,8470,16.94
7692,Exit short,2005-03-28 03:30,Long,1484,1,29660,-20,-0.07,0,0.00,-20,-0.07,8450,16.90
7692,Entry short,2005-03-28 03:00,Short,1483,1,29660,-20,-0.07,0,0.00,-20,-0.07,8450,16.90
7693,Exit long,2005-03-28 04:45,Short,1484,1,29680,0,0.00,10,0.03,-10,-0.03,8450,16.90
7693,Entry long,2005-03-28 03:30,Long,1484,1,29680,0,0.00,10,0.03,-10,-0.03,8450,16.90
7694,Exit short,2005-03-28 07:00,Long,1485,1,29680,-20,-0.07,10,0.03,-30,-0.10,8430,16.86
7694,Entry short,2005-03-28 04:45,Short,1484,1,29680,-20,-0.07,10,0.03,-30,-0.10,8430,16.86
7695,Exit long,2005-03-28 08:45,Short,1484.5,1,29700,-10,-0.03,20,0.07,-20,-0.07,8420,16.84
7695,Entry long,2005-03-28 07:00,Long,1485,1,29700,-10,-0.03,20,0.07,-20,-0.07,8420,16.84
7696,Exit short,2005-03-28 09:30,Short X,1488.75,1,29690,-85,-0.29,20,0.07,-85,-0.29,8335,16.67
7696,Entry short,2005-03-28 08:45,Short,1484.5,1,29690,-85,-0.29,20,0.07,-85,-0.29,8335,16.67
7697,Exit long,2005-03-28 11:45,Short,1488,1,29790,-30,-0.10,90,0.30,-80,-0.27,8305,16.61
7697,Entry long,2005-03-28 09:45,Long,1489.5,1,29790,-30,-0.10,90,0.30,-80,-0.27,8305,16.61
7698,Exit short,2005-03-28 12:30,Long,1489,1,29760,-20,-0.07,60,0.20,-50,-0.17,8285,16.57
7698,Entry short,2005-03-28 11:45,Short,1488,1,29760,-20,-0.07,60,0.20,-50,-0.17,8285,16.57
7699,Exit long,2005-03-28 16:00,Short,1480.5,1,29780,-170,-0.57,60,0.20,-190,-0.64,8115,16.23
7699,Entry long,2005-03-28 12:30,Long,1489,1,29780,-170,-0.57,60,0.20,-190,-0.64,8115,16.23
7700,Exit short,2005-03-28 18:30,Long,1481.5,1,29610,-20,-0.07,0,0.00,-30,-0.10,8095,16.19
7700,Entry short,2005-03-28 16:00,Short,1480.5,1,29610,-20,-0.07,0,0.00,-30,-0.10,8095,16.19
